GENUS,TPL_FAMILY,TPL_STATUS,TPL_URL
Sidotheca,Polygonaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Polygonaceae/Sidotheca/
Siebera,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Siebera/
Siegfriedia,Rhamnaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rhamnaceae/Siegfriedia/
Sieglingia,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Sieglingia/
Siemensia,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Siemensia/
Siemssenia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Siemssenia/
Sievekingia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Sievekingia/
Sieversandreas,Scrophulariaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Sieversandreas/
Sieversia,Rosaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Sieversia/
Sigesbeckia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Sigesbeckia/
Sigmatanthus,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Sigmatanthus/
Sigmatella,Sematophyllaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Sematophyllaceae/Sigmatella/
Sigmatostalix,Orchidaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Sigmatostalix/
Sigmoidotropis,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Sigmoidotropis/
Silaum,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Silaum/
Silaus,Apiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Silaus/
Silenanthe,Caryophyllaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Caryophyllaceae/Silenanthe/
Silene,Caryophyllaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Caryophyllaceae/Silene/
Silentvalleya,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Silentvalleya/
Siler,Apiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Siler/
Siliquamomum,Zingiberaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Zingiberaceae/Siliquamomum/
Siliquastrum,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Siliquastrum/
Siloxerus,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Siloxerus/
Silphion,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Silphion/
Silphium,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Silphium/
Silvaea,Portulacaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Portulacaceae/Silvaea/
Silvia,Lauraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Silvia/
Silvia,Orobanchaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Silvia/
Silvianthus,Carlemanniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Carlemanniaceae/Silvianthus/
Silviella,Orobanchaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Silviella/
Silvinula,Plantaginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Plantaginaceae/Silvinula/
Silvorchis,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Silvorchis/
Silybum,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Silybum/
Simaba,Simaroubaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Simaroubaceae/Simaba/
Simarouba,Simaroubaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Simaroubaceae/Simarouba/
Simbuleta,Scrophulariaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Scrophulariaceae/Simbuleta/
Simethis,Xanthorrhoeaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Xanthorrhoeaceae/Simethis/
Simicratea,Celastraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Simicratea/
Simira,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Simira/
Simirestis,Celastraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Simirestis/
Simlera,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Simlera/
Simmondsia,Simmondsiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Simmondsiaceae/Simmondsia/
Simocheilus,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Simocheilus/
Simodon,Fossombroniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Fossombroniaceae/Simodon/
Simophyllum,Pottiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Pottiaceae/Simophyllum/
Simplicia,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Simplicia/
Simplicidens,Fissidentaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Fissidentaceae/Simplicidens/
Simsia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Simsia/
Simsimum,Pedaliaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Pedaliaceae/Simsimum/
Sinacalia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Sinacalia/
Sinadoxa,Adoxaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Adoxaceae/Sinadoxa/
Sinapidendron,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Sinapidendron/
Sinapis,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Sinapis/
Sinarundinaria,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Sinarundinaria/
Sinclairia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Sinclairia/
Sindechites,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Sindechites/
Sindora,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Sindora/
Sindoropsis,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Sindoropsis/
Singana,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Singana/
Singchia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Singchia/
Sinningia,Gesneriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Sinningia/
Sinoadina,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Sinoadina/
Sinoarundinaria,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Sinoarundinaria/
Sinobaijiania,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Sinobaijiania/
Sinobambusa,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Sinobambusa/
Sinocalamus,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Sinocalamus/
Sinocalliergon,Amblystegiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Amblystegiaceae/Sinocalliergon/
Sinocalycalycanthus,Calycanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Calycanthaceae/Sinocalycalycanthus/
Sinocarum,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Sinocarum/
Sinochasea,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Sinochasea/
Sinocrassula,Crassulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Crassulaceae/Sinocrassula/
Sinodolichos,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Sinodolichos/
Sinofranchetia,Lardizabalaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lardizabalaceae/Sinofranchetia/
Sinoga,Myrtaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Myrtaceae/Sinoga/
Sinojackia,Styracaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Styracaceae/Sinojackia/
Sinojohnstonia,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Sinojohnstonia/
Sinoleontopodium,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Sinoleontopodium/
Sinolimprichtia,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Sinolimprichtia/
Sinomalus,Rosaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Sinomalus/
Sinomarsdenia,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Sinomarsdenia/
Sinomenium,Menispermaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Menispermaceae/Sinomenium/
Sinopanax,Araliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Araliaceae/Sinopanax/
Sinopodophyllum,Berberidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Berberidaceae/Sinopodophyllum/
Sinopora,Lauraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Sinopora/
Sinosassafras,Lauraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lauraceae/Sinosassafras/
Sinosenecio,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Sinosenecio/
Sinosideroxylon,Sapotaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Sapotaceae/Sinosideroxylon/
Sinosophiopsis,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Sinosophiopsis/
Sinowilsonia,Hamamelidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Hamamelidaceae/Sinowilsonia/
Sinskea,Meteoriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Meteoriaceae/Sinskea/
Siolmatra,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Siolmatra/
Sipanea,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Sipanea/
Sipaneopsis,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Sipaneopsis/
Sipapoantha,Gentianaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gentianaceae/Sipapoantha/
Siparuna,Siparunaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Siparunaceae/Siparuna/
Siphanthemum,Loranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Siphanthemum/
Siphanthera,Melastomataceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Melastomataceae/Siphanthera/
Siphocampylus,Campanulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Siphocampylus/
Siphocodon,Campanulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Siphocodon/
Siphocranion,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Siphocranion/
Siphonacanthus,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Siphonacanthus/
Siphonandra,Ericaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Siphonandra/
Siphonandrium,Rubiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Siphonandrium/
Siphonanthus,Euphorbiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Euphorbiaceae/Siphonanthus/
Siphonella,Caprifoliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Caprifoliaceae/Siphonella/
Siphonema,Solanaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Siphonema/
Siphoneranthemum,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Siphoneranthemum/
Siphoneugena,Myrtaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Myrtaceae/Siphoneugena/
Siphonidium,Orobanchaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Siphonidium/
Siphonochilus,Zingiberaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Zingiberaceae/Siphonochilus/
Siphonodon,Celastraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Siphonodon/
Siphonoglossa,Acanthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Siphonoglossa/
Siphonolejeunea,Lejeuneaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Lejeuneaceae/Siphonolejeunea/
Siphonostegia,Orobanchaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orobanchaceae/Siphonostegia/
Siphonostema,Ericaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Ericaceae/Siphonostema/
Siphonostylis,Iridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Iridaceae/Siphonostylis/
Sipolisia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Sipolisia/
Siraitia,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Siraitia/
Siraitos,Melanthiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Melanthiaceae/Siraitos/
Sirhookera,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Sirhookera/
Sirindhornia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Sirindhornia/
Sirium,Santalaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Santalaceae/Sirium/
Sirmuellera,Proteaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Proteaceae/Sirmuellera/
Sirochloa,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Sirochloa/
Sison,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Sison/
Sisymbrella,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Sisymbrella/
Sisymbrianthus,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Sisymbrianthus/
Sisymbrion,Brassicaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Sisymbrion/
Sisymbriopsis,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Sisymbriopsis/
Sisymbrium,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Sisymbrium/
Sisyndite,Zygophyllaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Zygophyllaceae/Sisyndite/
Sisyranthus,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Sisyranthus/
Sisyrinchium,Iridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Iridaceae/Sisyrinchium/
Sisyrolepis,Sapindaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Sisyrolepis/
Sitanion,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Sitanion/
Sitobolium,Dennstaedtiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Dennstaedtiaceae/Sitobolium/
Sitodium,Moraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Moraceae/Sitodium/
Sitolobium,Dennstaedtiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/P/Dennstaedtiaceae/Sitolobium/
Sium,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Sium/
Sivadasania,Apiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Sivadasania/
Sixalix,Caprifoliaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Caprifoliaceae/Sixalix/
Skaphium,Polygalaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Polygalaceae/Skaphium/
Skeptrostachys,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Skeptrostachys/
Skiatophytum,Aizoaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Skiatophytum/
Skimmia,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Skimmia/
Skinnera,Onagraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Onagraceae/Skinnera/
Skirrhophorus,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Skirrhophorus/
Skitophyllum,Fissidentaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Fissidentaceae/Skitophyllum/
Skoliopteris,Malpighiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Malpighiaceae/Skoliopteris/
Skoliostigma,Anacardiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Skoliostigma/
Skottsbergia,Ditrichaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Ditrichaceae/Skottsbergia/
Skottsbergiliana,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Skottsbergiliana/
Skutchia,Moraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Moraceae/Skutchia/
Skytanthus,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Skytanthus/
Slackia,Gesneriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Slackia/
Sladenia,Sladeniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sladeniaceae/Sladenia/
Sleumerodendron,Proteaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Proteaceae/Sleumerodendron/
Sloanea,Elaeocarpaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Elaeocarpaceae/Sloanea/
Sloetia,Moraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Moraceae/Sloetia/
Sloetiopsis,Moraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Moraceae/Sloetiopsis/
Smallanthus,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Smallanthus/
Smeathmannia,Passifloraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Passifloraceae/Smeathmannia/
Smegmadermos,Rosaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Smegmadermos/
Smegmaria,Rosaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rosaceae/Smegmaria/
Smelophyllum,Sapindaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Sapindaceae/Smelophyllum/
Smelowskia,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Smelowskia/
Smicrostigma,Aizoaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Aizoaceae/Smicrostigma/
Smilacina,Asparagaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asparagaceae/Smilacina/
Smilax,Smilacaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Smilacaceae/Smilax/
Smirnowia,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Smirnowia/
Smithatris,Zingiberaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Zingiberaceae/Smithatris/
Smitheppiella,Gesneriaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Smitheppiella/
Smithia,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Smithia/
Smithiantha,Gesneriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Smithiantha/
Smithicodonia,Gesneriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Smithicodonia/
Smithorchis,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Smithorchis/
Smithsonia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Smithsonia/
Smitinandia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Smitinandia/
Smodingium,Anacardiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Smodingium/
Smyrniopsis,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Smyrniopsis/
Smyrnium,Apiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apiaceae/Smyrnium/
Smythea,Rhamnaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rhamnaceae/Smythea/
Snowdenia,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Snowdenia/
Soaresia,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Soaresia/
Sobennikoffia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Sobennikoffia/
Sobolewskia,Brassicaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Brassicaceae/Sobolewskia/
Sobralia,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Sobralia/
Sobreyra,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Sobreyra/
Socotora,Apocynaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Socotora/
Socotrella,Apocynaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Socotrella/
Socotria,Lythraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lythraceae/Socotria/
Socratea,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Socratea/
Socratina,Loranthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Socratina/
Soderstromia,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Soderstromia/
Soehrensia,Cactaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Cactaceae/Soehrensia/
Soejatmia,Poaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Soejatmia/
Soemmeringia,Fabaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Soemmeringia/
Sofianthe,Caryophyllaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Caryophyllaceae/Sofianthe/
Sogalgina,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Sogalgina/
Sogerianthe,Loranthaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Sogerianthe/
Sohnreyia,Rutaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Rutaceae/Sohnreyia/
Sohnsia,Poaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Poaceae/Sohnsia/
Soja,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Soja/
Solaenacanthus,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Solaenacanthus/
Solandra,Solanaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Solandra/
Solanecio,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Solanecio/
Solanopteris,Polypodiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/P/Polypodiaceae/Solanopteris/
Solanum,Solanaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Solanum/
Solaria,Amaryllidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Amaryllidaceae/Solaria/
Soldanella,Primulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Primulaceae/Soldanella/
Soldevilla,Asteraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Soldevilla/
Solea,Violaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Violaceae/Solea/
Soleirolia,Urticaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Urticaceae/Soleirolia/
Solena,Cucurbitaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Cucurbitaceae/Solena/
Solena,Rubiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Solena/
Solenandra,Rubiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Rubiaceae/Solenandra/
Solenangis,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Solenangis/
Solenanthus,Boraginaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Boraginaceae/Solenanthus/
Solenidium,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Solenidium/
Solenocalyx,Loranthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Loranthaceae/Solenocalyx/
Solenocarpus,Anacardiaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Anacardiaceae/Solenocarpus/
Solenocentrum,Orchidaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Orchidaceae/Solenocentrum/
Solenogyne,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Solenogyne/
Solenomelus,Iridaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Iridaceae/Solenomelus/
Solenophora,Gesneriaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Gesneriaceae/Solenophora/
Solenopsis,Campanulaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Campanulaceae/Solenopsis/
Solenopsis,Solanaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Solanaceae/Solenopsis/
Solenospermum,Celastraceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Celastraceae/Solenospermum/
Solenostemma,Apocynaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Apocynaceae/Solenostemma/
Solenostemon,Lamiaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Lamiaceae/Solenostemon/
Solenostoma,Jungermanniaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/B/Jungermanniaceae/Solenostoma/
Solenostyles,Acanthaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Acanthaceae/Solenostyles/
Solenotheca,Asteraceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Asteraceae/Solenotheca/
Solenotinus,Caprifoliaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Caprifoliaceae/Solenotinus/
Solenotus,Fabaceae,Unresolved genus,http://www.theplantlist.org/1.1/browse/A/Leguminosae/Solenotus/
Solfia,Arecaceae,Accepted genus,http://www.theplantlist.org/1.1/browse/A/Arecaceae/Solfia/
